Entry,Entry name,Protein names,Gene names,Organism,Cross-reference (DrugBank)
A0A024RC34,A0A024RC34_HUMAN,"Retinoblastoma binding protein 8, isoform CRA_a",RBBP8 hCG_37754,Homo sapiens (Human),
A0A140TA82,A0A140TA82_HUMAN,DNA endonuclease RBBP8 (Fragment),RBBP8,Homo sapiens (Human),
F6Q6H0,F6Q6H0_HUMAN,DNA endonuclease RBBP8 (Fragment),RBBP8,Homo sapiens (Human),
I6L8A6,I6L8A6_HUMAN,DNA endonuclease RBBP8,RBBP8,Homo sapiens (Human),
J3KSA4,J3KSA4_HUMAN,DNA endonuclease RBBP8 (Fragment),RBBP8,Homo sapiens (Human),
J3QL00,J3QL00_HUMAN,DNA endonuclease RBBP8 (Fragment),RBBP8,Homo sapiens (Human),
J3QL93,J3QL93_HUMAN,DNA endonuclease RBBP8 (Fragment),RBBP8,Homo sapiens (Human),
J3QLH2,J3QLH2_HUMAN,DNA endonuclease RBBP8,RBBP8,Homo sapiens (Human),
J3QLW6,J3QLW6_HUMAN,DNA endonuclease RBBP8 (Fragment),RBBP8,Homo sapiens (Human),
J3QRM0,J3QRM0_HUMAN,DNA endonuclease RBBP8 (Fragment),RBBP8,Homo sapiens (Human),
J3QSH7,J3QSH7_HUMAN,DNA endonuclease RBBP8 (Fragment),RBBP8,Homo sapiens (Human),
Q99708,CTIP_HUMAN,DNA endonuclease RBBP8 (EC 3.1.-.-) (CtBP-interacting protein) (CtIP) (Retinoblastoma-binding protein 8) (RBBP-8) (Retinoblastoma-interacting protein and myosin-like) (RIM) (Sporulation in the absence of SPO11 protein 2 homolog) (SAE2),RBBP8 CTIP,Homo sapiens (Human),
V9GZ40,V9GZ40_HUMAN,DNA endonuclease RBBP8 (Fragment),RBBP8,Homo sapiens (Human),
D3YTC1,D3YTC1_HUMAN,"39S ribosomal protein L35, mitochondrial",MRPL35,Homo sapiens (Human),
Q9NZE8,RM35_HUMAN,"39S ribosomal protein L35, mitochondrial (L35mt) (MRP-L35) (Mitochondrial large ribosomal subunit protein bL35m)",MRPL35 BM-007,Homo sapiens (Human),
S4R348,S4R348_HUMAN,"39S ribosomal protein L35, mitochondrial",MRPL35,Homo sapiens (Human),
A0A0C4LC38,A0A0C4LC38_HUMAN,BRAF protein (Fragment),BRAF,Homo sapiens (Human),
A0A1X9T4I6,A0A1X9T4I6_HUMAN,B-Raf serine/threonine-protein (Fragment),BRAF,Homo sapiens (Human),
A0A2R8Y467,A0A2R8Y467_HUMAN,Serine/threonine-protein kinase B-raf,BRAF,Homo sapiens (Human),
A0A2R8Y492,A0A2R8Y492_HUMAN,Serine/threonine-protein kinase B-raf (Fragment),BRAF,Homo sapiens (Human),
A0A2R8Y679,A0A2R8Y679_HUMAN,Serine/threonine-protein kinase B-raf (Fragment),BRAF,Homo sapiens (Human),
A0A2R8Y8E0,A0A2R8Y8E0_HUMAN,Serine/threonine-protein kinase B-raf,BRAF,Homo sapiens (Human),
A0A2R8YDP5,A0A2R8YDP5_HUMAN,Serine/threonine-protein kinase B-raf,BRAF,Homo sapiens (Human),
A0A2R8YES9,A0A2R8YES9_HUMAN,Serine/threonine-protein kinase B-raf,BRAF,Homo sapiens (Human),
A0A2U3TZI2,A0A2U3TZI2_HUMAN,Serine/threonine-protein kinase B-raf,BRAF,Homo sapiens (Human),
E2I6F4,E2I6F4_HUMAN,Serine/threonine-protein kinase B-raf variant (EC 2.7.11.1) (Fragment),BRAF,Homo sapiens (Human),
E5FF37,E5FF37_HUMAN,B-Raf serine/threonine-protein (BRAF protein) (Fragment),BRAF,Homo sapiens (Human),
F1CC75,F1CC75_HUMAN,V-raf murine sarcoma viral oncogene-like protein B1 (EC 2.7.11.1) (Fragment),BRAF,Homo sapiens (Human),
H7C4S5,H7C4S5_HUMAN,Serine/threonine-protein kinase B-raf (Fragment),BRAF,Homo sapiens (Human),
H7C560,H7C560_HUMAN,Serine/threonine-protein kinase B-raf,BRAF,Homo sapiens (Human),
H7C5K3,H7C5K3_HUMAN,Serine/threonine-protein kinase B-raf,BRAF,Homo sapiens (Human),
P15056,BRAF_HUMAN,Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1),BRAF BRAF1 RAFB1,Homo sapiens (Human),DB08912;DB05238;DB08896;DB00398;DB08881;DB05190;
Q75MQ8,Q75MQ8_HUMAN,Uncharacterized protein BRAF (Fragment),BRAF,Homo sapiens (Human),
Q8TAE8,G45IP_HUMAN,"Growth arrest and DNA damage-inducible proteins-interacting protein 1 (39S ribosomal protein L59, mitochondrial) (MRP-L59) (CKII beta-associating protein) (CR6-interacting factor 1) (CRIF1) (Mitochondrial large ribosomal subunit protein mL64) (Papillomavirus L2-interacting nuclear protein 1) (PLINP) (PLINP-1) (p53-responsive gene 6 protein)",GADD45GIP1 MRPL59 PLINP1 PRG6,Homo sapiens (Human),
A0A0D9SFF0,A0A0D9SFF0_HUMAN,Forkhead box protein M1,FOXM1,Homo sapiens (Human),
A0A2P9DTZ0,A0A2P9DTZ0_HUMAN,A novel forkhead box M1 isoform FOXM1D (Forkhead box M1-D),FOXM1,Homo sapiens (Human),
A0A2P9DTZ1,A0A2P9DTZ1_HUMAN,"FOXM1B (Forkhead box M1, isoform CRA_c)",FOXM1 hCG_1731745,Homo sapiens (Human),
A0A2P9DTZ8,A0A2P9DTZ8_HUMAN,"FOXM1A (Forkhead box M1, isoform CRA_b)",FOXM1 hCG_1731745,Homo sapiens (Human),
H0YG99,H0YG99_HUMAN,Forkhead box protein M1 (Fragment),FOXM1,Homo sapiens (Human),
H0YGS4,H0YGS4_HUMAN,Forkhead box protein M1 (Fragment),FOXM1,Homo sapiens (Human),
Q08050,FOXM1_HUMAN,Forkhead box protein M1 (Forkhead-related protein FKHL16) (Hepatocyte nuclear factor 3 forkhead homolog 11) (HFH-11) (HNF-3/fork-head homolog 11) (M-phase phosphoprotein 2) (MPM-2 reactive phosphoprotein 2) (Transcription factor Trident) (Winged-helix factor from INS-1 cells),FOXM1 FKHL16 HFH11 MPP2 WIN,Homo sapiens (Human),
Q53Y49,Q53Y49_HUMAN,"FOXM1C (Forkhead box M1) (Forkhead box M1, isoform CRA_a) (PIG29)",FOXM1 hCG_1731745,Homo sapiens (Human),
E5KVZ4,E5KVZ4_HUMAN,Minidysferlin,DYSF,Homo sapiens (Human),
O75923,DYSF_HUMAN,Dysferlin (Dystrophy-associated fer-1-like protein) (Fer-1-like protein 1),DYSF FER1L1,Homo sapiens (Human),
Q7Z6P1,Q7Z6P1_HUMAN,Dysferlin (Fragment),DYSF,Homo sapiens (Human),
A0A024R2D8,A0A024R2D8_HUMAN,Caveolin,CAV3 hCG_21739,Homo sapiens (Human),
P56539,CAV3_HUMAN,Caveolin-3 (M-caveolin),CAV3,Homo sapiens (Human),
Q06432,CCG1_HUMAN,"Voltage-dependent calcium channel gamma-1 subunit (Dihydropyridine-sensitive L-type, skeletal muscle calcium channel subunit gamma)",CACNG1 CACNLG,Homo sapiens (Human),DB00343;DB00898;DB04842;DB00308;DB00528;DB00653;DB01054;DB00421;
A0A024QYR6,A0A024QYR6_HUMAN,Mitochondrial PTENalpha,PTEN,Homo sapiens (Human),
A0A087X033,A0A087X033_HUMAN,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (Fragment)",PTEN,Homo sapiens (Human),
A0A142FGX1,A0A142FGX1_HUMAN,Phosphatase and tensin-like protein (Fragment),PTEN,Homo sapiens (Human),
A0A1V0DNR7,A0A1V0DNR7_HUMAN,PTENbeta (EC 3.1.3.67),PTEN,Homo sapiens (Human),
A0A2P0XNP6,A0A2P0XNP6_HUMAN,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase (EC 3.1.3.67) (Fragment)",PTEN,Homo sapiens (Human),
A0A2R4SE35,A0A2R4SE35_HUMAN,Protein tyrosine phosphatase (EC 3.1.3.67) (Fragment),PTEN,Homo sapiens (Human),
A0A386NBZ2,A0A386NBZ2_HUMAN,Truncated phosphatase and tensin-like protein,PTEN,Homo sapiens (Human),
A0A386NCS8,A0A386NCS8_HUMAN,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Phosphatase and tensin homolog)",PTEN,Homo sapiens (Human),
F6KD01,F6KD01_HUMAN,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Phosphatase and tensin homolog)",PTEN,Homo sapiens (Human),
H6WA46,H6WA46_HUMAN,Phosphatase and tensin-like protein mutant variant 5 (Fragment),PTEN,Homo sapiens (Human),
H6WA51,H6WA51_HUMAN,Phosphatase and tensin-like protein mutant variant 5 (Fragment),PTEN,Homo sapiens (Human),
H6WA52,H6WA52_HUMAN,Phosphatase and tensin-like protein mutant variant 3 (Fragment),PTEN,Homo sapiens (Human),
P60484,PTEN_HUMAN,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Mutated in multiple advanced cancers 1) (Phosphatase and tensin homolog)",PTEN MMAC1 TEP1,Homo sapiens (Human),
F5H837,F5H837_HUMAN,Retinoblastoma-like protein 2 (Fragment),RBL2,Homo sapiens (Human),
J3KSF7,J3KSF7_HUMAN,Retinoblastoma-like protein 2 (Fragment),RBL2,Homo sapiens (Human),
Q08999,RBL2_HUMAN,Retinoblastoma-like protein 2 (130 kDa retinoblastoma-associated protein) (p130) (Retinoblastoma-related protein 2) (RBR-2) (pRb2),RBL2 RB2,Homo sapiens (Human),
A0A140TA24,A0A140TA24_HUMAN,"39S ribosomal protein L48, mitochondrial (Fragment)",MRPL48,Homo sapiens (Human),
F5GWB4,F5GWB4_HUMAN,"39S ribosomal protein L48, mitochondrial",MRPL48,Homo sapiens (Human),
F5GZH8,F5GZH8_HUMAN,"39S ribosomal protein L48, mitochondrial",MRPL48,Homo sapiens (Human),
F5H1L2,F5H1L2_HUMAN,"39S ribosomal protein L48, mitochondrial (Fragment)",MRPL48,Homo sapiens (Human),
F5H471,F5H471_HUMAN,"39S ribosomal protein L48, mitochondrial (Fragment)",MRPL48,Homo sapiens (Human),
F5H4A2,F5H4A2_HUMAN,"39S ribosomal protein L48, mitochondrial",MRPL48,Homo sapiens (Human),
F5H702,F5H702_HUMAN,"39S ribosomal protein L48, mitochondrial",MRPL48,Homo sapiens (Human),
F5H717,F5H717_HUMAN,"39S ribosomal protein L48, mitochondrial",MRPL48,Homo sapiens (Human),
F5H8D0,F5H8D0_HUMAN,"39S ribosomal protein L48, mitochondrial",MRPL48,Homo sapiens (Human),
Q96GC5,RM48_HUMAN,"39S ribosomal protein L48, mitochondrial (L48mt) (MRP-L48) (Mitochondrial large ribosomal subunit protein mL48)",MRPL48 CGI-118 HSPC290,Homo sapiens (Human),
D6RAW8,D6RAW8_HUMAN,Bone morphogenetic protein receptor type-1B,BMPR1B,Homo sapiens (Human),
D6RGW8,D6RGW8_HUMAN,Bone morphogenetic protein receptor type-1B (Fragment),BMPR1B,Homo sapiens (Human),
O00238,BMR1B_HUMAN,Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B) (EC 2.7.11.30) (CD antigen CDw293),BMPR1B,Homo sapiens (Human),
A0A024R2W4,A0A024R2W4_HUMAN,"Dystroglycan 1 (Dystrophin-associated glycoprotein 1), isoform CRA_a",DAG1 hCG_20125,Homo sapiens (Human),
A0A1D5RMP6,A0A1D5RMP6_HUMAN,Dystroglycan (Fragment),DAG1,Homo sapiens (Human),
C9J196,C9J196_HUMAN,Dystroglycan (Fragment),DAG1,Homo sapiens (Human),
C9J6Z6,C9J6Z6_HUMAN,Dystroglycan (Fragment),DAG1,Homo sapiens (Human),
C9JEH2,C9JEH2_HUMAN,Dystroglycan,DAG1,Homo sapiens (Human),
C9JEN1,C9JEN1_HUMAN,Dystroglycan (Fragment),DAG1,Homo sapiens (Human),
C9JLH6,C9JLH6_HUMAN,Dystroglycan (Fragment),DAG1,Homo sapiens (Human),
C9JQL4,C9JQL4_HUMAN,Dystroglycan (Fragment),DAG1,Homo sapiens (Human),
C9JY76,C9JY76_HUMAN,Dystroglycan (Fragment),DAG1,Homo sapiens (Human),
C9JYS1,C9JYS1_HUMAN,Dystroglycan (Fragment),DAG1,Homo sapiens (Human),
Q14118,DAG1_HUMAN,Dystroglycan (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)],DAG1,Homo sapiens (Human),
Q9UMK9,Q9UMK9_HUMAN,Dystrophin (Fragment),DAG1,Homo sapiens (Human),
A0A075B6G3,A0A075B6G3_HUMAN,Dystrophin,DMD,Homo sapiens (Human),
A0A087WTU7,A0A087WTU7_HUMAN,Dystrophin,DMD,Homo sapiens (Human),
A0A087WV90,A0A087WV90_HUMAN,Dystrophin,DMD,Homo sapiens (Human),
A0A0B4J1W6,A0A0B4J1W6_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
A0A0C4DH61,A0A0C4DH61_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
A0A0S2Z3B2,A0A0S2Z3B2_HUMAN,Dystrophin isoform 5,DMD,Homo sapiens (Human),
A0A0S2Z3B5,A0A0S2Z3B5_HUMAN,Dystrophin isoform 2,DMD,Homo sapiens (Human),
A0A0S2Z3J7,A0A0S2Z3J7_HUMAN,Dystrophin isoform 1 (Fragment),DMD,Homo sapiens (Human),
A0A0S2Z3M6,A0A0S2Z3M6_HUMAN,Dystrophin isoform 6 (Fragment),DMD,Homo sapiens (Human),
A1L0U9,A1L0U9_HUMAN,DMD protein,DMD,Homo sapiens (Human),
A7E212,A7E212_HUMAN,Dystrophin,DMD,Homo sapiens (Human),
B4DSV7,B4DSV7_HUMAN,"Dystrophin isoform 4 (cDNA FLJ60143, highly similar to Homo sapiens dystrophin, transcript variant Dp140bc, mRNA)",DMD,Homo sapiens (Human),
E7EQR9,E7EQR9_HUMAN,Dystrophin,DMD,Homo sapiens (Human),
E7EQS5,E7EQS5_HUMAN,Dystrophin,DMD,Homo sapiens (Human),
E7ESB2,E7ESB2_HUMAN,Dystrophin,DMD,Homo sapiens (Human),
E9PDN5,E9PDN5_HUMAN,Dystrophin,DMD,Homo sapiens (Human),
F1CFE6,F1CFE6_HUMAN,Truncated dystrophin protein (Fragment),DMD,Homo sapiens (Human),
F2WSI7,F2WSI7_HUMAN,Truncated dystrophin protein (Fragment),DMD,Homo sapiens (Human),
F5GZY3,F5GZY3_HUMAN,Dystrophin,DMD,Homo sapiens (Human),
F8VX32,F8VX32_HUMAN,Dystrophin,DMD,Homo sapiens (Human),
H0Y304,H0Y304_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
H0Y3E8,H0Y3E8_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
H0Y864,H0Y864_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
L8E939,L8E939_HUMAN,Alternative protein DMD,DMD,Homo sapiens (Human),
L8ECA9,L8ECA9_HUMAN,Alternative protein DMD,DMD,Homo sapiens (Human),
P11532,DMD_HUMAN,Dystrophin,DMD,Homo sapiens (Human),
Q14172,Q14172_HUMAN,Duchenne muscular dystrophy protein (Dystrophin) (Fragment),DMD,Homo sapiens (Human),
Q14174,Q14174_HUMAN,Duchenne muscular dystrophy protein (Dystrophin) (Fragment),DMD,Homo sapiens (Human),
Q15945,Q15945_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q16484,Q16484_HUMAN,DMD protein (Fragment),DMD,Homo sapiens (Human),
Q4G0X0,Q4G0X0_HUMAN,DMD protein (Dystrophin),DMD,Homo sapiens (Human),
Q548X2,Q548X2_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q6PK12,Q6PK12_HUMAN,DMD protein (Fragment),DMD,Homo sapiens (Human),
Q7KZ40,Q7KZ40_HUMAN,DMD protein (Fragment),DMD,Homo sapiens (Human),
Q8TCV2,Q8TCV2_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WTQ2,Q8WTQ2_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WTT4,Q8WTT4_HUMAN,Dystrophin (Fragment),dystrophin DMD,Homo sapiens (Human),
Q8WYB7,Q8WYB7_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYB8,Q8WYB8_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYB9,Q8WYB9_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYC0,Q8WYC0_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYC1,Q8WYC1_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYC2,Q8WYC2_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYC3,Q8WYC3_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYC4,Q8WYC4_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYC5,Q8WYC5_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYC6,Q8WYC6_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYC7,Q8WYC7_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYC8,Q8WYC8_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYC9,Q8WYC9_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYD0,Q8WYD0_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYD1,Q8WYD1_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYD2,Q8WYD2_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYD3,Q8WYD3_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYD4,Q8WYD4_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYD5,Q8WYD5_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYD6,Q8WYD6_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYD7,Q8WYD7_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYD8,Q8WYD8_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYD9,Q8WYD9_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYE0,Q8WYE0_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYE1,Q8WYE1_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYE2,Q8WYE2_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYE3,Q8WYE3_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYE4,Q8WYE4_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYE5,Q8WYE5_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYE6,Q8WYE6_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYE7,Q8WYE7_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYE8,Q8WYE8_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYE9,Q8WYE9_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYF0,Q8WYF0_HUMAN,Duchenne muscular dystrophy gene (Dystrophin) (Fragment),DMD,Homo sapiens (Human),
Q8WYF1,Q8WYF1_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYF2,Q8WYF2_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYF3,Q8WYF3_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYF4,Q8WYF4_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYF5,Q8WYF5_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q8WYF6,Q8WYF6_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q9UEH4,Q9UEH4_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q9UME2,Q9UME2_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q9UMG1,Q9UMG1_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q9UMK6,Q9UMK6_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q9UMK7,Q9UMK7_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q9UMK8,Q9UMK8_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q9UPB4,Q9UPB4_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
Q9UPB5,Q9UPB5_HUMAN,Dystrophin (Fragment),DMD,Homo sapiens (Human),
P11055,MYH3_HUMAN,"Myosin-3 (Muscle embryonic myosin heavy chain) (Myosin heavy chain 3) (Myosin heavy chain, fast skeletal muscle, embryonic) (SMHCE)",MYH3,Homo sapiens (Human),
A0A087WUX4,A0A087WUX4_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1C (Fragment),CACNA1C,Homo sapiens (Human),
A0A087WV93,A0A087WV93_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1C (Fragment),CACNA1C,Homo sapiens (Human),
A0A087WZV3,A0A087WZV3_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C,Homo sapiens (Human),
A0A0A0MR67,A0A0A0MR67_HUMAN,Voltage-dependent L-type calcium channel subunit alpha,CACNA1C,Homo sapiens (Human),
A0A0A0MSA1,A0A0A0MSA1_HUMAN,Voltage-dependent L-type calcium channel subunit alpha,CACNA1C,Homo sapiens (Human),
E9PDI6,E9PDI6_HUMAN,Voltage-dependent L-type calcium channel subunit alpha,CACNA1C,Homo sapiens (Human),
F5GY28,F5GY28_HUMAN,Voltage-dependent L-type calcium channel subunit alpha,CACNA1C,Homo sapiens (Human),
F5H0X0,F5H0X0_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1C (Fragment),CACNA1C,Homo sapiens (Human),
F5H522,F5H522_HUMAN,Voltage-dependent L-type calcium channel subunit alpha,CACNA1C,Homo sapiens (Human),
F5H638,F5H638_HUMAN,Voltage-dependent L-type calcium channel subunit alpha,CACNA1C,Homo sapiens (Human),
Q13936,CAC1C_HUMAN,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)",CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1,Homo sapiens (Human),DB00381;DB01373;DB00568;DB04920;DB04855;DB06751;DB00898;DB01023;DB00308;DB00270;DB00653;DB01388;DB00622;DB01115;DB06712;DB00393;DB00401;DB01054;DB00421;DB00661;
Q4G0H8,Q4G0H8_HUMAN,"Calcium channel, voltage-dependent, L type, alpha 1C subunit",CACNA1C,Homo sapiens (Human),
Q5V9X8,Q5V9X8_HUMAN,"Voltage-gated L-type calcium channel Cav1.2 alpha 1 subunit, splice variant 10* (Fragment)",CACNA1C,Homo sapiens (Human),
Q5V9X9,Q5V9X9_HUMAN,"Voltage-gated L-type calcium channel Cav1.2 alpha 1 subunit, splice variant 9* (Fragment)",CACNA1C,Homo sapiens (Human),
Q86XX0,Q86XX0_HUMAN,Voltage-dependent L-type calcium channel alpha 1C subunit (Fragment),CACNA1C,Homo sapiens (Human),
Q86XX1,Q86XX1_HUMAN,Voltage-dependent L-type calcium channel alpha 1C subunit (Fragment),CACNA1C,Homo sapiens (Human),
K7ENN2,K7ENN2_HUMAN,"39S ribosomal protein L54, mitochondrial (Fragment)",MRPL54,Homo sapiens (Human),
Q6P161,RM54_HUMAN,"39S ribosomal protein L54, mitochondrial (L54mt) (MRP-L54) (Mitochondrial large ribosomal subunit protein mL54)",MRPL54,Homo sapiens (Human),
A0A1W2PP65,A0A1W2PP65_HUMAN,Potassium voltage-gated channel subfamily A member 2,KCNA2,Homo sapiens (Human),
A0A1W2PPM7,A0A1W2PPM7_HUMAN,Potassium voltage-gated channel subfamily A member 2,KCNA2,Homo sapiens (Human),
A0A1W2PPN8,A0A1W2PPN8_HUMAN,Potassium voltage-gated channel subfamily A member 2,KCNA2,Homo sapiens (Human),
A0A1W2PR01,A0A1W2PR01_HUMAN,Potassium voltage-gated channel subfamily A member 2,KCNA2,Homo sapiens (Human),
A0A1W2PRY2,A0A1W2PRY2_HUMAN,Potassium voltage-gated channel subfamily A member 2,KCNA2,Homo sapiens (Human),
P16389,KCNA2_HUMAN,Potassium voltage-gated channel subfamily A member 2 (NGK1) (Voltage-gated K(+) channel HuKIV) (Voltage-gated potassium channel HBK5) (Voltage-gated potassium channel subunit Kv1.2),KCNA2,Homo sapiens (Human),DB06637;
A0A024R4E3,A0A024R4E3_HUMAN,"Potassium voltage-gated channel, shaker-related subfamily, beta member 2, isoform CRA_a",KCNAB2 hCG_22633,Homo sapiens (Human),
K7EIR5,K7EIR5_HUMAN,Voltage-gated potassium channel subunit beta-2 (Fragment),KCNAB2,Homo sapiens (Human),
K7EKU4,K7EKU4_HUMAN,Voltage-gated potassium channel subunit beta-2 (Fragment),KCNAB2,Homo sapiens (Human),
Q5TG78,Q5TG78_HUMAN,Voltage-gated potassium channel subunit beta-2 (Fragment),KCNAB2,Homo sapiens (Human),
Q5TG80,Q5TG80_HUMAN,Voltage-gated potassium channel subunit beta-2 (Fragment),KCNAB2,Homo sapiens (Human),
Q5TG81,Q5TG81_HUMAN,Voltage-gated potassium channel subunit beta-2 (Fragment),KCNAB2,Homo sapiens (Human),
Q5TG84,Q5TG84_HUMAN,Voltage-gated potassium channel subunit beta-2,KCNAB2,Homo sapiens (Human),
Q6FG22,Q6FG22_HUMAN,KCNAB2 protein (Fragment),KCNAB2,Homo sapiens (Human),
Q6FG44,Q6FG44_HUMAN,KCNAB2 protein,KCNAB2,Homo sapiens (Human),
C5IJI6,C5IJI6_HUMAN,Glutamate receptor 1 variant (Fragment),GRIA1,Homo sapiens (Human),
P42261,GRIA1_HUMAN,"Glutamate receptor 1 (GluR-1) (AMPA-selective glutamate receptor 1) (GluR-A) (GluR-K1) (Glutamate receptor ionotropic, AMPA 1) (GluA1)",GRIA1 GLUH1 GLUR1,Homo sapiens (Human),DB05047;DB01189;DB00228;DB00898;DB00753;DB00142;DB01028;DB08883;DB01236;DB04982;
A0A0C4DFT3,A0A0C4DFT3_HUMAN,Disks large homolog 1,DLG1,Homo sapiens (Human),
A8MUT6,A8MUT6_HUMAN,Disks large homolog 1 (Fragment),DLG1,Homo sapiens (Human),
B4E2H8,B4E2H8_HUMAN,"cDNA FLJ58166, highly similar to Disks large homolog 1",DLG1,Homo sapiens (Human),
